Date,Open,High,Low,Close,Adj Close
2020-11-11,273.47,278.4,272.48,276.48,276.48
2020-11-12,277.18,279.75,274.43,275.08,275.08
2020-11-13,277.72,277.76,273.1,276.95,276.95
2020-11-16,275.05,279.41,274.63,278.96,278.96
2020-11-17,277.68,277.68,273.29,275.0,275.0
2020-11-18,274.52,277.39,271.84,271.97,271.97
2020-11-19,271.02,273.47,269.19,272.94,272.94
2020-11-20,272.56,273.0,269.41,269.7,269.7
2020-11-23,270.89,270.95,264.53,268.43,268.43
2020-11-24,268.49,277.82,267.87,276.92,276.92
2020-11-25,278.14,280.18,272.65,275.59,275.59
2020-11-27,277.39,279.13,274.82,277.81,277.81
2020-11-30,276.03,277.7,271.01,276.97,276.97
2020-12-01,279.16,289.3,278.96,286.55,286.55
2020-12-02,285.36,291.78,280.82,287.52,287.52
2020-12-03,286.25,286.65,281.07,281.85,281.85
2020-12-04,280.3,283.46,279.3,279.7,279.7
2020-12-07,279.19,288.49,278.2,285.58,285.58
2020-12-08,286.01,286.43,281.55,283.4,283.4
2020-12-09,283.66,287.63,271.75,277.92,277.92
2020-12-10,275.54,278.73,271.86,277.12,277.12
2020-12-11,274.53,276.48,270.25,273.55,273.55
2020-12-14,273.37,277.22,271.56,274.19,274.19
2020-12-15,274.83,276.08,267.47,275.55,275.55
2020-12-16,274.76,277.86,272.51,275.67,275.67
2020-12-17,277.07,280.44,273.61,274.48,274.48
2020-12-18,275.77,278.0,271.14,276.4,276.4
2020-12-21,272.98,274.67,267.79,272.79,272.79
2020-12-22,271.5,271.5,264.63,267.09,267.09
2020-12-23,266.89,272.17,266.23,268.11,268.11
2020-12-24,268.88,270.4,266.2,267.4,267.4
2020-12-28,268.74,277.3,265.66,277.0,277.0
2020-12-29,276.95,280.51,276.28,276.78,276.78
2020-12-30,277.95,278.08,271.71,271.87,271.87
2020-12-31,272.0,277.09,269.81,273.16,273.16
2021-01-04,274.78,275.0,265.2,268.94,268.94
2021-01-05,268.29,272.4,268.21,270.97,270.97
2021-01-06,262.0,267.75,260.01,263.31,263.31
2021-01-07,265.9,271.61,264.78,268.74,268.74
2021-01-08,268.31,268.95,263.18,267.57,267.57
2021-01-11,260.48,263.47,255.9,256.84,256.84
2021-01-12,256.63,259.72,250.3,251.09,251.09
2021-01-13,251.55,253.95,249.2,251.64,251.64
2021-01-14,253.4,255.03,244.61,245.64,245.64
2021-01-15,247.9,253.86,247.16,251.36,251.36
2021-01-19,256.9,262.2,252.72,261.1,261.1
2021-01-20,268.93,270.32,263.6,267.48,267.48
2021-01-21,269.26,273.6,267.49,272.87,272.87
2021-01-22,272.01,278.47,272.0,274.5,274.5
2021-01-25,278.14,280.1,271.51,278.01,278.01
2021-01-26,278.14,285.39,277.81,282.05,282.05
2021-01-27,282.53,283.45,268.12,272.14,272.14
2021-01-28,277.18,286.79,264.7,265.0,265.0
2021-01-29,265.3,266.56,254.85,258.33,258.33
2021-02-01,259.52,264.17,254.91,262.01,262.01
2021-02-02,264.0,268.85,263.27,267.08,267.08
2021-02-03,265.62,269.2,263.84,266.65,266.65
2021-02-04,267.01,268.16,264.0,266.49,266.49
2021-02-05,266.8,269.17,265.67,268.1,268.1
2021-02-08,268.75,269.86,265.0,266.58,266.58
2021-02-09,266.44,273.39,265.75,269.45,269.45
2021-02-10,272.45,273.8,267.72,271.87,271.87
2021-02-11,271.89,273.58,268.49,270.39,270.39
2021-02-12,270.52,271.18,268.34,270.5,270.5
2021-02-16,270.8,276.6,270.05,273.97,273.97
2021-02-17,271.24,273.97,269.58,273.57,273.57
2021-02-18,269.56,271.95,266.03,269.39,269.39
2021-02-19,269.86,270.27,260.15,261.56,261.56
2021-02-22,257.95,263.07,257.53,260.33,260.33
2021-02-23,259.5,267.46,254.96,265.86,265.86
2021-02-24,262.32,266.38,258.39,264.31,264.31
2021-02-25,262.3,266.94,254.04,254.69,254.69
2021-02-26,256.47,265.55,256.47,257.62,257.62
2021-03-01,260.82,266.65,257.9,264.91,264.91
2021-03-02,265.78,266.71,258.65,259.0,259.0
2021-03-03,260.29,260.99,255.1,255.41,255.41
2021-03-04,256.47,266.49,253.5,257.64,257.64
2021-03-05,260.67,265.45,255.61,264.28,264.28
2021-03-08,265.55,265.58,255.05,255.31,255.31
2021-03-09,261.18,268.53,259.81,265.74,265.74
2021-03-10,268.64,268.97,262.87,264.9,264.9
2021-03-11,268.11,277.9,267.82,273.88,273.88
2021-03-12,269.14,269.74,264.02,268.4,268.4
2021-03-15,269.08,275.96,268.5,273.75,273.75
2021-03-16,276.08,282.14,274.8,279.28,279.28
2021-03-17,275.7,286.23,275.41,284.01,284.01
2021-03-18,279.87,285.19,278.28,278.62,278.62
2021-03-19,281.22,292.8,281.19,290.11,290.11
2021-03-22,290.45,299.7,286.75,293.54,293.54
2021-03-23,293.15,298.0,289.81,290.63,290.63
2021-03-24,291.0,291.72,281.16,282.14,282.14
2021-03-25,280.98,288.06,277.75,278.74,278.74
2021-03-26,278.3,284.5,277.77,283.02,283.02
2021-03-29,285.77,293.18,284.7,290.82,290.82
2021-03-30,289.83,292.47,286.7,288.0,288.0
2021-03-31,289.99,296.5,288.61,294.53,294.53
2021-04-01,298.4,302.4,296.6,298.66,298.66
2021-04-05,300.89,310.76,300.68,308.91,308.91
2021-04-06,308.84,311.35,305.25,306.26,306.26
2021-04-07,306.34,314.25,305.5,313.09,313.09
2021-04-08,314.85,315.88,310.05,313.02,313.02
2021-04-09,311.4,314.74,310.33,312.46,312.46
2021-04-12,311.05,312.15,307.93,311.54,311.54
2021-04-13,312.21,314.43,309.32,309.76,309.76
2021-04-14,307.3,308.03,301.95,302.82,302.82
2021-04-15,306.34,310.14,304.1,307.82,307.82
2021-04-16,308.17,308.95,304.61,306.18,306.18
2021-04-19,305.01,307.7,300.56,302.24,302.24
2021-04-20,301.99,305.1,297.21,302.65,302.65
2021-04-21,301.94,301.98,297.39,301.47,301.47
2021-04-22,301.33,302.92,296.04,296.52,296.52
2021-04-23,298.76,302.59,297.15,301.13,301.13
2021-04-26,303.34,305.8,301.56,303.04,303.04
2021-04-27,304.28,305.34,301.11,303.57,303.57
2021-04-28,307.36,310.92,305.37,307.1,307.1
2021-04-29,330.12,331.81,321.61,329.51,329.51
2021-04-30,326.14,329.82,324.5,325.08,325.08
2021-05-03,326.17,328.55,321.84,322.58,322.58
2021-05-04,320.02,322.19,313.12,318.36,318.36
2021-05-05,318.19,321.06,314.49,315.02,315.02
2021-05-06,314.52,320.24,313.27,320.02,320.02
2021-05-07,322.38,322.94,318.75,319.08,319.08
2021-05-10,314.35,314.58,304.83,305.97,305.97
2021-05-11,300.75,306.84,299.69,306.53,306.53
2021-05-12,301.13,304.96,298.19,302.55,302.55
2021-05-13,306.08,308.86,302.77,305.26,305.26
2021-05-14,309.54,316.85,309.08,315.94,315.94
2021-05-17,313.55,315.68,311.58,315.46,315.46
2021-05-18,315.59,316.5,309.81,309.96,309.96
2021-05-19,304.19,314.66,303.57,313.59,313.59
2021-05-20,313.58,319.25,313.16,318.61,318.61
2021-05-21,319.29,319.93,315.81,316.23,316.23
2021-05-24,318.21,325.95,318.03,324.63,324.63
2021-05-25,327.08,329.18,324.8,327.79,327.79
2021-05-26,328.35,329.83,325.82,327.66,327.66
2021-05-27,328.0,333.78,326.76,332.75,332.75
2021-05-28,331.0,332.87,328.33,328.73,328.73
2021-06-01,330.15,331.42,326.64,329.13,329.13
2021-06-02,330.38,331.87,327.12,329.15,329.15
2021-06-03,325.78,327.38,323.48,326.04,326.04
2021-06-04,325.9,332.45,325.18,330.35,330.35
2021-06-07,329.48,337.69,328.93,336.58,336.58
2021-06-08,336.7,338.3,332.24,333.68,333.68
2021-06-09,335.74,336.8,330.0,330.25,330.25
2021-06-10,330.79,333.94,328.55,332.46,332.46
2021-06-11,332.58,332.83,328.93,331.26,331.26
2021-06-14,331.9,336.82,329.81,336.77,336.77
2021-06-15,336.99,339.92,335.03,336.75,336.75
2021-06-16,336.69,337.55,328.72,331.08,331.08
2021-06-17,330.49,337.98,330.15,336.51,336.51
2021-06-18,334.53,336.15,329.0,329.66,329.66
2021-06-21,331.09,332.92,327.65,332.29,332.29
2021-06-22,332.69,339.92,332.6,339.03,339.03
2021-06-23,339.35,343.42,338.2,340.59,340.59
2021-06-24,341.85,344.9,341.79,343.18,343.18
2021-06-25,342.59,344.12,339.68,341.37,341.37
2021-06-28,342.46,358.14,341.77,355.64,355.64
2021-06-29,356.27,356.74,349.05,351.89,351.89
2021-06-30,352.17,352.92,347.17,347.71,347.71
2021-07-01,346.82,354.67,346.5,354.39,354.39
2021-07-02,355.1,356.44,352.62,354.7,354.7
2021-07-06,356.5,358.79,349.18,352.78,352.78
2021-07-07,355.26,356.49,350.0,350.49,350.49
2021-07-08,345.73,348.33,342.56,345.65,345.65
2021-07-09,345.32,350.71,345.26,350.42,350.42
2021-07-12,351.23,354.19,349.64,353.16,353.16
2021-07-13,351.5,358.49,348.8,352.09,352.09
2021-07-14,354.56,355.2,346.73,347.63,347.63
2021-07-15,349.23,349.23,340.22,344.46,344.46
2021-07-16,344.91,345.99,340.14,341.16,341.16
2021-07-19,337.57,339.79,334.54,336.95,336.95
2021-07-20,338.8,343.45,334.5,341.66,341.66
2021-07-21,341.5,346.52,341.25,346.23,346.23
2021-07-22,346.68,351.54,345.21,351.19,351.19
2021-07-23,360.91,375.33,357.19,369.79,369.79
2021-07-26,369.58,374.44,368.22,372.46,372.46
2021-07-27,371.91,373.15,364.55,367.81,367.81
2021-07-28,374.56,377.55,366.93,373.28,373.28
2021-07-29,361.0,365.52,356.74,358.32,358.32
2021-07-30,354.0,360.73,352.94,356.3,356.3
2021-08-02,358.1,359.4,350.74,351.95,351.95
2021-08-03,352.73,353.77,347.7,351.24,351.24
2021-08-04,352.42,360.48,351.51,358.92,358.92
2021-08-05,359.64,363.9,356.9,362.97,362.97
2021-08-06,361.4,365.15,361.39,363.51,363.51
2021-08-09,363.76,365.77,360.75,361.61,361.61
2021-08-10,361.82,364.1,359.04,361.13,361.13
2021-08-11,362.1,362.36,357.81,359.96,359.96
2021-08-12,358.45,363.0,357.11,362.65,362.65
2021-08-13,362.97,364.66,361.48,363.18,363.18
2021-08-16,362.52,366.95,357.38,366.56,366.56
2021-08-17,362.98,364.67,355.07,358.45,358.45
2021-08-18,356.25,359.86,355.15,355.45,355.45
2021-08-19,351.35,357.57,351.0,355.12,355.12
2021-08-20,354.6,359.99,353.31,359.37,359.37
2021-08-23,359.44,365.69,359.1,363.35,363.35
2021-08-24,363.66,367.96,361.84,365.51,365.51
2021-08-25,365.6,370.86,365.4,368.39,368.39
2021-08-26,368.38,369.44,364.13,364.38,364.38
2021-08-27,365.1,373.74,364.08,372.63,372.63
2021-08-30,372.56,381.49,370.52,380.66,380.66
2021-08-31,379.95,382.76,378.8,379.38,379.38
2021-09-01,379.59,384.33,378.81,382.05,382.05
2021-09-02,381.5,381.75,374.06,375.28,375.28
2021-09-03,374.75,377.16,373.11,376.26,376.26
2021-09-07,375.88,382.96,373.15,382.18,382.18
2021-09-08,380.16,380.87,374.79,377.57,377.57
2021-09-09,377.64,379.83,376.56,378.0,378.0
2021-09-10,381.36,383.79,378.26,378.69,378.69
2021-09-13,381.68,381.75,374.35,376.51,376.51
2021-09-14,377.4,378.59,375.11,376.53,376.53
2021-09-15,377.0,377.56,367.67,373.92,373.92
2021-09-16,372.79,373.56,369.71,373.06,373.06
2021-09-17,371.4,371.41,361.59,364.72,364.72
2021-09-20,359.3,361.03,349.8,355.7,355.7
2021-09-21,358.5,360.04,355.19,357.48,357.48
2021-09-22,347.23,349.84,340.69,343.21,343.21
2021-09-23,345.36,349.67,343.0,345.96,345.96
2021-09-24,343.24,354.35,342.37,352.96,352.96
2021-09-27,349.81,355.15,347.08,353.58,353.58
2021-09-28,347.97,349.6,338.92,340.65,340.65
2021-09-29,343.15,345.23,338.88,339.61,339.61
2021-09-30,340.44,342.8,338.15,339.39,339.39
2021-10-01,341.61,345.02,338.64,343.01,343.01
2021-10-04,335.53,335.94,322.7,326.23,326.23
2021-10-05,328.58,335.18,326.16,332.96,332.96
2021-10-06,329.74,334.38,325.8,333.64,333.64
2021-10-07,337.0,338.84,328.98,329.22,329.22
2021-10-08,331.51,333.4,328.71,330.05,330.05
2021-10-11,327.62,330.46,325.31,325.45,325.45
2021-10-12,323.03,324.38,317.37,323.77,323.77
2021-10-13,326.97,327.0,322.66,324.54,324.54
2021-10-14,328.36,330.52,327.1,328.53,328.53
2021-10-15,328.68,329.07,322.51,324.76,324.76
2021-10-18,328.95,335.89,327.5,335.34,335.34
2021-10-19,339.64,342.46,337.28,339.99,339.99
2021-10-20,343.44,343.98,339.45,340.78,340.78
2021-10-21,340.27,342.31,337.8,341.88,341.88
2021-10-22,326.35,329.63,321.11,324.61,324.61
2021-10-25,320.3,329.56,319.72,328.69,328.69
2021-10-26,328.26,330.21,309.6,315.81,315.81
2021-10-27,314.19,319.25,312.06,312.22,312.22
2021-10-28,312.99,325.52,308.11,316.92,316.92
2021-10-29,320.19,326.0,319.6,323.57,323.57
2021-11-01,326.04,333.45,326.0,329.98,329.98
2021-11-02,331.38,334.79,323.8,328.08,328.08
2021-11-03,327.49,332.15,323.2,331.62,331.62
2021-11-04,334.01,337.27,332.65,335.85,335.85
2021-11-05,340.31,346.79,339.64,341.13,341.13
2021-11-08,344.42,344.79,338.34,338.62,338.62
2021-11-09,340.0,341.31,334.47,335.37,335.37
2021-11-10,332.49,333.19,325.51,327.64,327.64
2021-11-11,329.82,332.46,327.0,327.74,327.74
2021-11-12,330.18,341.86,329.78,340.89,340.89
2021-11-15,344.34,353.65,343.2,347.56,347.56
2021-11-16,343.83,346.65,340.87,342.96,342.96
2021-11-17,344.24,347.3,340.1,340.77,340.77
2021-11-18,339.72,342.46,335.3,338.69,338.69
