Price,Adj Close,Close,High,Low,Open,Volume
Ticker,IBM,IBM,IBM,IBM,IBM,IBM
Date,,,,,,
2023-11-13 00:00:00+00:00,142.9329833984375,148.10000610351562,148.49000549316406,147.35000610351562,148.4600067138672,2647200
2023-11-14 00:00:00+00:00,145.16238403320312,150.41000366210938,150.80999755859375,149.0500030517578,149.4499969482422,4321900
2023-11-15 00:00:00+00:00,147.25668334960938,152.5800018310547,153.22000122070312,150.39999389648438,150.39999389648438,4632500
2023-11-16 00:00:00+00:00,147.7199249267578,153.05999755859375,153.35000610351562,152.1300048828125,153.0,3519200
2023-11-17 00:00:00+00:00,147.5558624267578,152.88999938964844,153.5,152.4600067138672,153.2899932861328,4426500
2023-11-20 00:00:00+00:00,148.9649200439453,154.35000610351562,154.67999267578125,152.35000610351562,152.50999450683594,3658500
2023-11-21 00:00:00+00:00,148.540283203125,153.91000366210938,154.66000366210938,153.50999450683594,154.60000610351562,2859500
2023-11-22 00:00:00+00:00,149.7177276611328,155.1300048828125,155.7100067138672,154.16000366210938,154.5,3044700
2023-11-24 00:00:00+00:00,149.76596069335938,155.17999267578125,155.39999389648438,153.9199981689453,155.1300048828125,1799200
2023-11-27 00:00:00+00:00,150.1423797607422,155.57000732421875,156.13999938964844,154.75,154.99000549316406,4053100
2023-11-28 00:00:00+00:00,150.2195587158203,155.64999389648438,155.75,154.86000061035156,155.44000244140625,2666200
2023-11-29 00:00:00+00:00,150.95306396484375,156.41000366210938,157.50999450683594,156.02000427246094,156.14999389648438,3568900
2023-11-30 00:00:00+00:00,153.02804565429688,158.55999755859375,158.60000610351562,156.88999938964844,156.9499969482422,6740600
2023-12-01 00:00:00+00:00,154.94862365722656,160.5500030517578,160.58999633789062,158.0,158.41000366210938,4871000
2023-12-04 00:00:00+00:00,155.4794158935547,161.10000610351562,162.7899932861328,160.2899932861328,160.2899932861328,5779000
2023-12-05 00:00:00+00:00,155.75930786132812,161.38999938964844,162.47000122070312,160.72000122070312,160.75999450683594,4556700
2023-12-06 00:00:00+00:00,154.68801879882812,160.27999877929688,162.35000610351562,160.00999450683594,161.58999633789062,3555900
2023-12-07 00:00:00+00:00,154.630126953125,160.22000122070312,161.47000122070312,159.97000122070312,161.0,3665500
2023-12-08 00:00:00+00:00,156.30943298339844,161.9600067138672,162.0399932861328,160.0,160.0,4560400
2023-12-11 00:00:00+00:00,157.80532836914062,163.50999450683594,163.64999389648438,161.9499969482422,162.67999267578125,6077200
2023-12-12 00:00:00+00:00,158.96347045898438,164.7100067138672,166.33999633789062,162.9199981689453,163.27000427246094,5292300
2023-12-13 00:00:00+00:00,157.9114990234375,163.6199951171875,164.97000122070312,162.74000549316406,164.3699951171875,4989100
2023-12-14 00:00:00+00:00,157.22628784179688,162.91000366210938,163.5,160.14999389648438,162.92999267578125,6129800
2023-12-15 00:00:00+00:00,156.5699920654297,162.22999572753906,164.08999633789062,162.0399932861328,162.3000030517578,11015600
2023-12-18 00:00:00+00:00,157.0622100830078,162.74000549316406,163.3300018310547,161.5800018310547,162.22999572753906,3677300
2023-12-19 00:00:00+00:00,155.92335510253906,161.55999755859375,162.27999877929688,161.32000732421875,161.8000030517578,3766600
2023-12-20 00:00:00+00:00,154.46604919433594,160.0500030517578,161.8000030517578,160.00999450683594,161.2899932861328,4865800
2023-12-21 00:00:00+00:00,155.1705780029297,160.77999877929688,161.0800018310547,159.52999877929688,160.58999633789062,2982900
2023-12-22 00:00:00+00:00,156.48313903808594,162.13999938964844,162.41000366210938,161.0,161.10000610351562,2439800
2023-12-26 00:00:00+00:00,157.5158233642578,163.2100067138672,163.30999755859375,162.0500030517578,162.22999572753906,1772400
2023-12-27 00:00:00+00:00,157.75709533691406,163.4600067138672,163.63999938964844,162.67999267578125,163.13999938964844,3234600
2023-12-28 00:00:00+00:00,158.03697204589844,163.75,163.9600067138672,163.39999389648438,163.9600067138672,2071300
2023-12-29 00:00:00+00:00,157.8439483642578,163.5500030517578,164.17999267578125,162.8300018310547,163.75,2525600
2024-01-02 00:00:00+00:00,155.86546325683594,161.5,163.2899932861328,160.4600067138672,162.8300018310547,3825000
2024-01-03 00:00:00+00:00,154.51434326171875,160.10000610351562,161.72999572753906,160.0800018310547,161.0,4086100
2024-01-04 00:00:00+00:00,155.247802734375,160.86000061035156,161.80999755859375,160.1699981689453,160.22000122070312,3212000
2024-01-05 00:00:00+00:00,153.60711669921875,159.16000366210938,160.5500030517578,158.6699981689453,159.91000366210938,4199400
2024-01-08 00:00:00+00:00,155.51803588867188,161.13999938964844,161.22000122070312,157.88999938964844,158.69000244140625,3321700
2024-01-09 00:00:00+00:00,154.49501037597656,160.0800018310547,160.47999572753906,159.50999450683594,160.0,2617200
2024-01-10 00:00:00+00:00,155.60487365722656,161.22999572753906,161.33999633789062,159.74000549316406,160.27999877929688,2967800
2024-01-11 00:00:00+00:00,156.50244140625,162.16000366210938,162.22999572753906,160.2899932861328,161.02000427246094,3778200
2024-01-12 00:00:00+00:00,160.01544189453125,165.8000030517578,165.97999572753906,162.35000610351562,162.97000122070312,4956400
2024-01-16 00:00:00+00:00,161.13497924804688,166.9600067138672,167.25,165.33999633789062,165.8000030517578,4869600
2024-01-17 00:00:00+00:00,160.28565979003906,166.0800018310547,167.82000732421875,165.5,166.7899932861328,4288600
2024-01-18 00:00:00+00:00,161.0191650390625,166.83999633789062,166.99000549316406,165.0399932861328,166.49000549316406,3776900
2024-01-19 00:00:00+00:00,165.4972686767578,171.47999572753906,171.5800018310547,169.17999267578125,170.58999633789062,6925800
